Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ViewNewAcceptCancelAllBookingByCustomers,,,,2019-08-20 14:45:23,2019-08-20 14:45:28,4.968s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Bookings/Customer/CustomerNewOrder(All),,,,2019-08-20 14:45:24,2019-08-20 14:45:25,1.190s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 14:45:25,2019-08-20 14:45:25,0.006s,PASSED
,,,,,,,
Test Cases/Workilo/Bookings/Customer/CustomerALLOrders(All),,,,2019-08-20 14:45:25,2019-08-20 14:45:26,0.996s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 14:45:26,2019-08-20 14:45:26,0.002s,PASSED
,,,,,,,
Test Cases/Workilo/Bookings/Customer/CustomerAcceptedRequest(All),,,,2019-08-20 14:45:26,2019-08-20 14:45:27,0.686s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 14:45:27,2019-08-20 14:45:27,0.002s,PASSED
,,,,,,,
Test Cases/Workilo/Bookings/Customer/CancelOrder(All),,,,2019-08-20 14:45:27,2019-08-20 14:45:27,0.390s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 14:45:27,2019-08-20 14:45:27,0.002s,PASSED
,,,,,,,
Test Cases/Workilo/Bookings/Customer/CustomerDeclined(All),,,,2019-08-20 14:45:27,2019-08-20 14:45:28,0.546s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 14:45:28,2019-08-20 14:45:28,0.002s,PASSED
,,,,,,,
Test Cases/Workilo/Bookings/Customer/CustomerOrderCompleted(ALL),,,,2019-08-20 14:45:28,2019-08-20 14:45:28,0.411s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 14:45:28,2019-08-20 14:45:28,0.002s,PASSED
