Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Listing,,,,2019-08-23 16:05:34,2019-08-23 16:06:43,1m - 8.582s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Listing/CreateShopNewUser/CreateShop,,,,2019-08-23 16:05:35,2019-08-23 16:05:55,20.129s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-23 16:05:36,2019-08-23 16:05:36,0.009s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-23 16:05:36,2019-08-23 16:05:39,3.637s,PASSED
window().maximize(),,,,2019-08-23 16:05:39,2019-08-23 16:05:40,1.176s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-23 16:05:40,2019-08-23 16:05:48,7.902s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-23 16:05:48,2019-08-23 16:05:48,0.030s,PASSED
js = driver,,,,2019-08-23 16:05:48,2019-08-23 16:05:48,0.003s,PASSED
try,,,,2019-08-23 16:05:48,2019-08-23 16:05:54,5.801s,PASSED
catch (Exception e),,,,2019-08-23 16:05:54,2019-08-23 16:05:55,0.452s,PASSED
,,,,,,,
Test Cases/Workilo/Listing/Edit Listing/EditListing,,,,2019-08-23 16:05:55,2019-08-23 16:06:43,47.995s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-23 16:05:55,2019-08-23 16:05:55,0.009s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-23 16:05:55,2019-08-23 16:05:58,2.272s,PASSED
window().maximize(),,,,2019-08-23 16:05:58,2019-08-23 16:05:59,1.156s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-23 16:05:59,2019-08-23 16:06:07,8.208s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-23 16:06:07,2019-08-23 16:06:07,0.018s,PASSED
try,,,,2019-08-23 16:06:07,2019-08-23 16:06:43,35.678s,PASSED
catch (Exception e),,,,2019-08-23 16:06:43,2019-08-23 16:06:43,0.004s,PASSED
