Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CustomerSignUp,,,,2019-08-20 15:29:40,2019-08-20 15:30:10,30.224s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Sign Up/RegistrationValidation/InvalidPwdLogin,,,,2019-08-20 15:29:41,2019-08-20 15:30:10,29.602s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 15:29:42,2019-08-20 15:29:42,0.008s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-20 15:29:42,2019-08-20 15:29:45,3.654s,PASSED
window().maximize(),,,,2019-08-20 15:29:45,2019-08-20 15:29:47,1.183s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-20 15:29:47,2019-08-20 15:30:02,15.325s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-20 15:30:02,2019-08-20 15:30:02,0.028s,PASSED
try,,,,2019-08-20 15:30:02,2019-08-20 15:30:10,7.720s,PASSED
driver.quit(),,,,2019-08-20 15:30:10,2019-08-20 15:30:10,0.709s,PASSED
