Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ServiceProviderSign IN,,,,2019-08-20 14:43:00,2019-08-20 14:43:01,1.444s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Sign IN/CustSignIn,,,,2019-08-20 14:43:00,2019-08-20 14:43:01,0.894s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 14:43:01,2019-08-20 14:43:01,0.005s,PASSED
