Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Bookings,,,,2019-08-19 19:39:47,2019-08-19 19:41:06,1m - 19.281s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Bookings/Customer/PlaceOrderBySearchTestMode,,,,2019-08-19 19:39:47,2019-08-19 19:41:06,1m - 18.771s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-19 19:39:48,2019-08-19 19:39:48,0.005s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-19 19:39:48,2019-08-19 19:39:52,3.514s,PASSED
window().maximize(),,,,2019-08-19 19:39:52,2019-08-19 19:39:53,1.161s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-19 19:39:53,2019-08-19 19:40:04,11.536s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-19 19:40:04,2019-08-19 19:40:05,0.033s,PASSED
try,,,,2019-08-19 19:40:05,2019-08-19 19:41:06,1m - 1.412s,PASSED
