Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
CustomerSignUp,,,,2019-08-20 15:50:41,2019-08-20 15:54:32,3m - 51.660s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Sign Up/RegistrationValidation/InvalidEmailIdLogin,,,,2019-08-20 15:50:41,2019-08-20 15:51:09,28.101s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 15:50:42,2019-08-20 15:50:42,0.003s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-20 15:50:42,2019-08-20 15:50:46,3.557s,PASSED
window().maximize(),,,,2019-08-20 15:50:46,2019-08-20 15:50:47,1.197s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-20 15:50:47,2019-08-20 15:51:02,14.855s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-20 15:51:02,2019-08-20 15:51:02,0.030s,PASSED
try,,,,2019-08-20 15:51:02,2019-08-20 15:51:09,6.833s,PASSED
driver.quit(),,,,2019-08-20 15:51:09,2019-08-20 15:51:09,0.704s,PASSED
,,,,,,,
Test Cases/Workilo/Sign Up/RegistrationValidation/InvalidPwdLogin,,,,2019-08-20 15:51:09,2019-08-20 15:51:37,27.145s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 15:51:10,2019-08-20 15:51:10,0.002s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-20 15:51:10,2019-08-20 15:51:12,2.261s,PASSED
window().maximize(),,,,2019-08-20 15:51:12,2019-08-20 15:51:13,1.155s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-20 15:51:13,2019-08-20 15:51:28,15.024s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-20 15:51:28,2019-08-20 15:51:28,0.006s,PASSED
try,,,,2019-08-20 15:51:28,2019-08-20 15:51:36,7.633s,PASSED
driver.quit(),,,,2019-08-20 15:51:36,2019-08-20 15:51:37,0.701s,PASSED
,,,,,,,
Test Cases/Workilo/Sign Up/RegistrationValidation/SignUpBlankValidation,,,,2019-08-20 15:51:37,2019-08-20 15:52:02,25.811s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 15:51:37,2019-08-20 15:51:37,0.002s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-20 15:51:37,2019-08-20 15:51:39,2.450s,PASSED
window().maximize(),,,,2019-08-20 15:51:39,2019-08-20 15:51:41,1.142s,PASSED
try,,,,2019-08-20 15:51:41,2019-08-20 15:52:02,21.182s,PASSED
driver.quit(),,,,2019-08-20 15:52:02,2019-08-20 15:52:02,0.723s,PASSED
,,,,,,,
Test Cases/Workilo/Sign Up/RegistrationValidation/SignUpValidationInvalidContact,,,,2019-08-20 15:52:02,2019-08-20 15:52:31,28.994s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-20 15:52:03,2019-08-20 15:52:03,0.002s,PASSED
