Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
ServiceProivderSignUp,,,,2019-08-22 17:31:45,2019-08-22 17:35:05,3m - 20.503s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Sign Up/RegistrationValidation/InvalidEmailIdLogin,,,,2019-08-22 17:31:45,2019-08-22 17:32:15,30.126s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-22 17:31:46,2019-08-22 17:31:46,0.009s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-22 17:31:46,2019-08-22 17:31:50,3.642s,PASSED
window().maximize(),,,,2019-08-22 17:31:50,2019-08-22 17:31:51,1.162s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-22 17:31:51,2019-08-22 17:32:08,16.906s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-22 17:32:08,2019-08-22 17:32:08,0.037s,PASSED
try,,,,2019-08-22 17:32:08,2019-08-22 17:32:14,6.706s,PASSED
driver.quit(),,,,2019-08-22 17:32:14,2019-08-22 17:32:15,0.697s,PASSED
,,,,,,,
Test Cases/Workilo/Sign Up/RegistrationValidation/InvalidPwdLogin,,,,2019-08-22 17:32:15,2019-08-22 17:32:37,21.869s,PASSED
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-22 17:32:16,2019-08-22 17:32:16,0.002s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-22 17:32:16,2019-08-22 17:32:18,2.380s,PASSED
window().maximize(),,,,2019-08-22 17:32:18,2019-08-22 17:32:19,1.154s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-22 17:32:19,2019-08-22 17:32:29,9.683s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-22 17:32:29,2019-08-22 17:32:29,0.010s,PASSED
try,,,,2019-08-22 17:32:29,2019-08-22 17:32:36,7.606s,PASSED
